ITITEM_ItemNumber,ITTAG_TagNumber,ITTDES_TagDescription,ITLNTH_LengthFeet,ITTPCS_NumberOfPieces,ITHEAT_HeatNumber,ITV301_VendorOrBatchCode,ITLOCT_StorageLocation,ITTQTY_TotalQuantity,ITRQTY_ReservedQuantity,IMFSP2_ItemFamilyGroup
50156," 255419",12.750 10.000 1.375  HF 4130MP110QT,29.0000,1.000,"46994          ","300916/01                     ","1S1    ",2.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 255418",12.750 10.000 1.375  HF 4130MP110QT,44.0000,1.000,"46994          ","300916/01                     ","4ST37  ",3.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 335602",12.750 10.000 1.375  HF 4130MP110..,6.0000,1.000,"46994/10201    ","300916/01                     ",1967150,0.500,0.500,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340763","12.750 10.000 1.375  HF 4130MP110  ",225.0000,1.000,"46994/10201    ","300916/01                     ",1969432,18.750,18.750,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340764","12.750 10.000 1.375  HF 4130MP110  ",198.0000,1.000,"46994/10201+   ","300916/01                     ","24S5   ",16.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 259565",12.750 10.000 1.375  HF 4130MP110QT,14.0000,1.000,"46994/10202    ","300916/01                     ","1S1    ",1.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 259563",12.750 10.000 1.375  HF 4130MP110QT,21.0000,1.000,"46994/10203    ","300916/01                     ","1S1    ",1.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 335604",12.750 10.000 1.375  HF 4130MP110..,6.0000,1.000,"46994/10204    ","300916/01                     ",1967150,0.500,0.500,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340759","12.750 10.000 1.375  HF 4130MP110  ",224.0000,1.000,"46994/10204    ","300916/01                     ",1969433,18.667,18.667,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340760","12.750 10.000 1.375  HF 4130MP110  ",201.0000,1.000,"46994/10204+   ","300916/01                     ",1967150,16.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 335598",12.750 10.000 1.375  HF 4130MP110..,6.0000,1.000,"46994/10205    ","300916/01                     ",1967150,0.500,0.500,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340769","12.750 10.000 1.375  HF 4130MP110  ",225.0000,1.000,"46994/10205    ","300916/01                     ",1967150,18.750,18.750,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340770","2.750 10.000 1.375  HF 4130MP110  ",208.0000,1.000,"46994/10205+   ","300916/01                     ","24S5   ",17.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 335658",12.750 10.000 1.375  HF 4130MP110..,6.0000,1.000,"46994/10207    ","300916/01                     ",1967150,0.500,0.500,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 335745",12.750 10.000 1.375  HF 4130MP110..,6.0000,1.000,"46994/10207    ","300916/01                     ",1967150,0.500,0.500,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 341009","12.750 10.000 1.375  HF 4130MP110  ",225.0000,1.000,"46994/10207    ","300916/01                     ",1969436,18.750,18.750,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 341010","12.750 10.000 1.375  HF 4130MP110  ",199.0000,1.000,"46994/10207+   ","300916/01                     ",1967150,16.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 335600",12.750 10.000 1.375  HF 4130MP110..,7.0000,1.000,"46994/10208    ","300916/01                     ",1967150,0.584,0.584,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340767","12.750 10.000 1.375  HF 4130MP110  ",224.0000,1.000,"46994/10208    ","300916/01                     ",1967150,18.666,18.666,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340768","12.750 10.000 1.375  HF 4130MP110  ",197.0000,1.000,"46994/10208+   ","300916/01                     ","24S5   ",16.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 259722",12.750 10.000 1.375  HF 4130MP110QT,188.0000,1.000,"46994/10209    ","300916/01                     ","24S5   ",15.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 335606",12.750 10.000 1.375  HF 4130MP110..,6.0000,1.000,"46994/10210    ","300916/01                     ",1967150,0.500,0.500,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 341032","12.750 10.000 1.375  HF 4130MP110  ",196.0000,1.000,"46994/10210    ","300916/01                     ","24S5   ",16.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 341031","12.750 10.000 1.375  HF 4130MP110  ",225.0000,1.000,"46994/10210    ","300916/01                     ",1969435,18.750,18.750,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 335608",12.750 10.000 1.375  HF 4130MP110..,7.0000,1.000,"46994/10214    ","300916/01                     ",1967150,0.583,0.583,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340765","12.750 10.000 1.375  HF 4130MP110  ",224.0000,1.000,"46994/10214    ","300916/01                     ",1969434,18.667,18.667,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 340766","12.750 10.000 1.375  HF 4130MP110  ",186.0000,1.000,"46994/10214+   ","300916/01                     ","24S5   ",15.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   2846",12.750 10.000 1.375  HF 4130MP110QT,23.0000,1.000,"62786          ","210596,399453-A               ","1S1    ",1.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   3567",12.750 10.000 1.375  HF 4130MP110QT,35.0000,1.000,"62786          ","399453-B                      ","1S1    ",2.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  71529",12.750 10.000 1.375  HF 4130MP110QT,27.0000,1.000,"65004          ","230057                        ","1S1    ",2.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  71531",12.750 10.000 1.375  HF 4130MP110QT,40.0000,1.000,"65004          ","230057                        ","4ST24  ",3.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   3626",12.750 10.000 1.375  HF 4130MP110QT,18.0000,1.000,"68754          ","230057                        ","1S1    ",1.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   5274",12.750 10.000 1.375  HF 4130MP110QT,20.0000,1.000,"68754          ","230057                        ","1S1    ",1.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   4664",12.750 10.000 1.375  HF 4130MP110QT,23.0000,1.000,"68754          ","230057                        ","1S1    ",1.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  50792",12.750 10.000 1.375  HF 4130MP110QT,25.0000,1.000,"68754          ","230057                        ","1S1    ",2.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   4666",12.750 10.000 1.375  HF 4130MP110QT,27.0000,1.000,"68754          ","230057                        ","1S1    ",2.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   4656",12.750 10.000 1.375  HF 4130MP110QT,30.0000,1.000,"68754          ","230057                        ","2ST2   ",2.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   4654",12.750 10.000 1.375  HF 4130MP110QT,30.0000,1.000,"68754          ","230057                        ","2ST2   ",2.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  50793",12.750 10.000 1.375  HF 4130MP110QT,30.0000,1.000,"68754          ","230057                        ","1S1    ",2.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  50794",12.750 10.000 1.375  HF 4130MP110QT,30.0000,1.000,"68754          ","230057                        ","1S1    ",2.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   4082",12.750 10.000 1.375  HF 4130MP110QT,32.0000,1.000,"68754          ","230057                        ","1S1    ",2.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   4665",12.750 10.000 1.375  HF 4130MP110QT,32.0000,1.000,"68754          ","230057                        ","1S1    ",2.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   4667",12.750 10.000 1.375  HF 4130MP110QT,33.0000,1.000,"68754          ","230057                        ","1S1    ",2.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  50795",12.750 10.000 1.375  HF 4130MP110QT,33.0000,1.000,"68754          ","230057                        ","1S1    ",2.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  49826",12.750 10.000 1.375  HF 4130MP110QT,36.0000,1.000,"68754          ","230057                        ","1S1    ",3.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   5277",12.750 10.000 1.375  HF 4130MP110QT,37.0000,1.000,"68754          ","230057                        ","1S1    ",3.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   4055",12.750 10.000 1.375  HF 4130MP110QT,38.0000,1.000,"68754          ","230057                        ","1S1    ",3.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  50796",12.750 10.000 1.375  HF 4130MP110QT,38.0000,1.000,"68754          ","230057                        ","1S1    ",3.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"   4655",12.750 10.000 1.375  HF 4130MP110QT,397.0000,1.000,"68754          ","230057                        ",1800753,33.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  49874",12.750 10.000 1.375  HF 4130MP110QT,21.0000,1.000,"68754+         ","230057,402830,404630          ","1S1    ",1.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  40406",12.750 10.000 1.375  HF 4130MP110QT,17.0000,1.000,"69913          ","234486                        ","32S1   ",1.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  42166",12.750 10.000 1.375  HF 4130MP110QT,21.0000,1.000,"69913          ","234486                        ","32S1   ",1.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  43888",12.750 10.000 1.375  HF 4130MP110QT,35.0000,1.000,"69913          ","234486                        ","32S1   ",2.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  50337",12.750 10.000 1.375  HF 4130MP110QT,36.0000,1.000,"69913          ","234486                        ","32S1   ",3.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  50334",12.750 10.000 1.375  HF 4130MP110QT,38.0000,1.000,"69913          ","234486                        ","32S1   ",3.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  43885",12.750 10.000 1.375  HF 4130MP110QT,40.0000,1.000,"69913          ","234486                        ","32S1   ",3.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  43886",12.750 10.000 1.375  HF 4130MP110QT,43.0000,1.000,"69913          ","234486                        ","32S1   ",3.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  40404",12.750 10.000 1.375  HF 4130MP110QT,43.0000,1.000,"69913          ","234486                        ","32S1   ",3.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  50336",12.750 10.000 1.375  HF 4130MP110QT,46.0000,1.000,"69913          ","234486                        ","32S1   ",3.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  40407",12.750 10.000 1.375  HF 4130MP110QT,48.0000,1.000,"69913          ","234486                        ","32S1   ",4.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  40405",12.750 10.000 1.375  HF 4130MP110QT,49.0000,1.000,"69913          ","234486                        ","32S1   ",4.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  24153",12.750 10.000 1.375  HF 4130MP110QT,14.0000,1.000,"71840          ","241044                        ","1S1    ",1.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  24151",12.750 10.000 1.375  HF 4130MP110QT,15.0000,1.000,"71840          ","241044                        ","1S1    ",1.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  40416",12.750 10.000 1.375  HF 4130MP110QT,15.0000,1.000,"71840          ","241044                        ","1S1    ",1.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  53046",12.750 10.000 1.375  HF 4130MP110QT,15.0000,1.000,"71840          ","241044                        ","1S1    ",1.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  16219",12.750 10.000 1.375  HF 4130MP110QT,21.0000,1.000,"71840          ","241044                        ","1S1    ",1.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  53047",12.750 10.000 1.375  HF 4130MP110QT,22.0000,1.000,"71840          ","241044                        ","1S1    ",1.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156,"  20249",12.750 10.000 1.375  HF 4130MP110QT,46.0000,1.000,"71840          ","241044                        ","4ST31  ",3.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 160514",12.750 10.000 1.375  HF 4130MP110QT,47.0000,5.000,"71840          ","241044,419171                 ","4ST37  ",19.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
